ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(Â°C),Water Temp(Â°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
612568794,Photo,Glossy Ibis,Plegadis falcinellus,,Michael  Buckmire,2023-12-23,2023.0,12.0,23.0,1125.0,United States,US-FL-011,Florida,Broward,Vista View Park,26.0658811,-80.3439456,,,Unspecified,,,,,,,,,S156966269,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,5.0,1.0,,3244.0,4866.0
507174601,Photo,Razorbill,Alca torda,,Sergio GonzÃ¡lez Fabiano,2022-11-25,2022.0,11.0,25.0,1700.0,Spain,ES-AN-MG,AndalucÃ­a,MÃ¡laga,Caleta de Velez--Puerto,36.747756,-4.0676089,,,Unspecified,,,,,,,,,S123005211,,,,,Dentro del puerto.,Alca torda,razorb,Species,6372.0,,3.0,1.0,,2220.0,3456.0
615718221,Photo,Common Loon,Gavia immer,,Lee Friedman,2024-03-05,2024.0,3.0,5.0,1005.0,United States,US-CA-013,California,Contra Costa,Miller/Knox Regional Shoreline,37.9162036,-122.3865795,,,Unspecified,,,,,,,,,S163849569,,,,,"Both of these Common Loons were in the Bay about 50 yards apart, not far from the old pier. One is in full breeding plumage, while the other appears mostly in its winter plumage except for the thick black bill.",Gavia immer,comloo,Species,6774.0,,3.5,2.0,,2703.0,3604.0
613896488,Photo,Common Loon,Gavia immer,,Matthew Pontiff,2019-05-31,2019.0,5.0,31.0,542.0,United States,US-LA-011,Louisiana,Beauregard,"DeRidder BBS, Beauregard Parish",30.717394,-93.390148,,,Unspecified,,,,,,,,,S159597723,,,,,"In a small cattle pond along road. Basic plumages bird, dark back, neck and head, stout, pointed bill, white throat and chest. Observed through 20-60x zoom scope and 10x42 binoculars. Poor cell phone video taken through binoculars.",Gavia immer,comloo,Species,6774.0,,1.0,1.0,,1246.0,1284.0
615836845,Photo,Limpkin,Aramus guarauna,,Linda Eyster,2024-02-15,2024.0,2.0,15.0,1536.0,United States,US-FL-097,Florida,Osceola,Lake Tohopekaliga--Kissimmee Lakefront Park,28.2890108,-81.4064223,,Foraging or Eating,Unspecified,,,,,,,,,S161597665,,,,,,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,2587.0,3639.0
615924407,Photo,Common Loon,Gavia immer,,terence zahner,2024-02-19,2024.0,2.0,19.0,928.0,United States,US-CA-097,California,Sonoma,Bodega Bay--Tides Wharf  to Lucas Wharf,38.3274822,-123.0426,,,Unspecified,,,,,,,,,S162308709,,,,,,Gavia immer,comloo,Species,6774.0,,3.0,1.0,,2950.0,4425.0
458275631,Photo,Long-eared Owl,Asio otus,,Sergio Mayordomo,2022-06-04,2022.0,6.0,4.0,1954.0,Spain,ES-EX-CC,Extremadura,CÃ¡ceres,Plasencia--Coto de los Monges,40.0145644,-6.0819201,,,Unspecified,,,,,,,,,S112176198,,,,,,Asio otus,loeowl,Species,9045.0,,4.67,6.0,,3888.0,5184.0
552833771,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Caleb Helsel,2023-04-02,2023.0,4.0,2.0,640.0,United States,US-TX-453,Texas,Travis,Barton Creek Wilderness Park,30.269106,-97.8241937,Adult Male â 1,,Unspecified,,,,,,,,,S132525204,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,4.33,3.0,,3456.0,4608.0
223391771,Photo,Red-tailed Hawk,Buteo jamaicensis,,Benjamin Hack,2020-04-12,2020.0,4.0,12.0,1134.0,United States,US-MI-161,Michigan,Washtenaw,Eberwhite Woods,42.2736253,-83.768574,Immature â 1,,Unspecified,,,,,,,,,S67087269,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.5,4.0,,2455.0,3682.0
613512673,Photo,Snowy Owl,Bubo scandiacus,,Jim Gain,2024-01-11,2024.0,1.0,11.0,1013.0,Canada,CA-SK-EL,Saskatchewan,Saskatoon,"Highway 763, Morris No. 312 CA-SK 51.85778, -105.95526",51.857783,-105.955256,,,Unspecified,,,,,,,,,S158637560,,,,,,Bubo scandiacus,snoowl1,Species,8704.0,,5.0,4.0,,1241.0,2207.0
385789221,Photo,Razorbill,Alca torda,,Frithjof Vogeley,2021-10-20,2021.0,10.0,20.0,1039.0,Germany,DE-SH-HEL,Schleswig-Holstein,Helgoland,Helgoland (gesamt),54.1821418,7.8969741,,,Unspecified,,,,,,,,,S96472744,,,,,,Alca torda,razorb,Species,6372.0,,3.0,1.0,,3456.0,4608.0
525858771,Photo,Long-eared Owl,Asio otus,,Bas Klep,2022-11-28,2022.0,11.0,28.0,1449.0,Netherlands,NL-UT,Utrecht,,Baarn - centrum,52.211545,5.291988,,,Unspecified,,,,,,,,,S124300144,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,3456.0,4608.0
95476401,Photo,American Bittern,Botaurus lentiginosus,,Shawn Miller,2018-04-20,2018.0,4.0,20.0,743.0,United States,US-WI-025,Wisconsin,Dane,Edna Taylor Conservation Park,43.0517834,-89.3171042,,,Unspecified,,,,,,,,,S44747220,,,,,FOY.  West pond just north of parking lot.  SW corner.  Photo.,Botaurus lentiginosus,amebit,Species,7335.0,,4.0,2.0,,1642.0,2463.0
211515631,Photo,Razorbill,Alca torda,,Lilian Saul,2002-05-27,2002.0,5.0,27.0,0.0,United States,US-ME-029,Maine,Washington,Machias Seal Island,44.5017664,-67.1008222,,,Unspecified,,,,,,,,,S60511134,,,,,Hundreds,Alca torda,razorb,Species,6372.0,,4.0,1.0,,707.0,1197.0
611765052,Photo,Limpkin,Aramus guarauna,,Tom Nagel,2023-12-01,2023.0,12.0,1.0,1327.0,United States,US-MO-021,Missouri,Buchanan,"John Rushin Teaching + Research Prairie Reconstruction (39.761, -94.777)",39.7611909,-94.7766469,,,Unspecified,,,,,,,,,S155548464,,,,,"Photos.  First found by the Voltz's (Peggy & Jim) at approximately 1 p.m. today.    This is not when and where I expected to see the first limpkin recorded in Buchanan County.  It was on S50th Street on the east side of the Missouri Western State University campus.  It was walking around a small puddle along the edge of the road & in the road itself at the entrance the the maintenance sheds between a dorm parking lot to the south & the small parking lot for the John Rushin Teaching & Research Prairie Reconstruction to the north.  I occasionally saw it pecking at debris in the road but never actually saw it eat anything.  Four vehicles drove by while I was observing the bird from the dorm parking lot entrance to the south.  Each time, the bird moved to the side of the road & returned to the puddle edge & the road itself after the vehicles had passed.  The nearest permanent bodies of water are a small pond on campus (~2 acres) ~ 1/2 mile to the SW, a small pond (less than 1 acre) ~ 300 yards to the NE, pools in an intermittent stream ~ 600 yards to the north and a small pond ~ 3 acres in size 3/4 mile to the southeast (east of Riverside Road & immediately south of a medical complex on Corporate Drive).  Temperatures last night reached the low to mid-30s with a cold wet rain (1/2 to 1"" locally).  I suspect the bird may have become grounded and/or stressed by the weather and/or confused by light reflecting off of the wet pavement in the nearby parking lot less than 2/10ths mile to the SW.  Another birder reported checking the site at 3 p.m. & was unable to relocate the limpkin.",Aramus guarauna,limpki,Species,5642.0,,3.0,1.0,,3888.0,5184.0
309949981,Photo,Red-tailed Hawk (Krider's),Buteo jamaicensis kriderii,,Peter Kondrashov,2021-02-20,2021.0,2.0,20.0,1151.0,United States,US-MO-019,Missouri,Boone,Beef Teaching and Research Farm (permit required),38.9022798,-92.2721958,,,Unspecified,,,,,,,,,S82010212,,,,,Continuing. Photos,Buteo jamaicensis,krthaw1,Group,8320.0,,4.08,13.0,,1920.0,2460.0
614612390,Photo,Mallard,Anas platyrhynchos,,Robert Theriault,2024-02-09,2024.0,2.0,9.0,900.0,United States,US-CA-073,California,San Diego,Borrego Springs--WTP Settling Ponds,33.2089621,-116.314702,,,Unspecified,,,,,,,,,S161046490,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,3888.0,3888.0
460529481,Photo,Long-eared Owl (Eurasian),Asio otus otus/canariensis,,Jon Lowes,,,,,,United Kingdom,GB-ENG-DBY,England,Derbyshire,,,,Adult â 1,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl2,Group,9049.0,,2.0,1.0,,1043.0,1460.0
289301491,Photo,Red-tailed Hawk,Buteo jamaicensis,,Adam Cunningham,2020-12-19,2020.0,12.0,19.0,802.0,United States,US-NY-061,New York,New York,Central Park,40.7715482,-73.9724819,,,Unspecified,,,,,,,,,S77680905,,,,,"Two immature terrorizing the feeders for most of the morning, two others further north",Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,1259.0,1889.0
477676981,Photo,American Bittern,Botaurus lentiginosus,,Walter Verhoef,2022-08-23,2022.0,8.0,23.0,841.0,Canada,CA-QC-VF,Quebec,Le Val-Saint-FranÃ§ois,"Ch Carrier, Stoke CA-QC 45.55057, -71.87622",45.550565,-71.876221,,,Unspecified,,,,,,,,,S117441425,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.0,3.0,,1177.0,1872.0
231445951,Photo,American Bittern,Botaurus lentiginosus,,Lydia BK,2020-05-06,2020.0,5.0,6.0,901.0,United States,US-ND-017,North Dakota,Cass,Lake Bertha,46.770672,-97.4933078,,,Unspecified,,,,,,,,,S68498540,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.0,3.0,,1519.0,2298.0
614745294,Photo,Mallard,Anas platyrhynchos,,Serge Benoit,2024-02-12,2024.0,2.0,12.0,1125.0,Canada,CA-QC-LV,Quebec,Laval,Berge de la Brise,45.6272347,-73.6379057,,,Unspecified,,,,,,,,,S161339881,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,2828.0,4200.0
614888049,Photo,Common Loon,Gavia immer,,Susan Iannucci,2024-02-15,2024.0,2.0,15.0,930.0,United States,US-CT-001,Connecticut,Fairfield,Greenwich Point Park,41.0029132,-73.5719419,,,Unspecified,,,,,,,,,S161600305,,,,,,Gavia immer,comloo,Species,6774.0,,1.0,1.0,,297.0,446.0
613270517,Photo,Wood Duck,Aix sponsa,,Mark Gallagher,2024-01-08,2024.0,1.0,8.0,812.0,United States,US-PA-017,Pennsylvania,Bucks,Lake Afton,40.2426668,-74.8403157,,,Unspecified,,,,,,,,,S158446810,,,,,,Aix sponsa,wooduc,Species,433.0,,4.0,2.0,,4279.0,6424.0
615266689,Photo,Wood Duck,Aix sponsa,,Phil & Angie Beyer,2023-09-03,2023.0,9.0,3.0,1645.0,United States,US-MI-101,Michigan,Manistee,Arcadia Marsh,44.4888979,-86.2285888,,,Unspecified,,,,,,,,,S162795289,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,2365.0,3548.0
613110027,Photo,Limpkin,Aramus guarauna,,debbie martin,2024-01-04,2024.0,1.0,4.0,1558.0,United States,US-MO-183,Missouri,St. Charles,Busch CA--Lake 33,38.7329135,-90.7621241,,,Unspecified,,,,,,,,,S158117271,,,,,Continuing,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,3456.0,4608.0
611403604,Photo,Wood Duck,Aix sponsa,,Chaiby Leiman,2022-05-23,2022.0,5.0,23.0,1815.0,United States,US-NY-087,New York,Rockland,Kathryn Gorman Ponds Park,41.1247733,-74.1103039,,,Unspecified,,,,,,,,,S111135890,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,2988.0,4482.0
94504281,Photo,American Bittern,Botaurus lentiginosus,,Casey Weissburg,2018-03-25,2018.0,3.0,25.0,1805.0,United States,US-TX-157,Texas,Fort Bend,Brazos Bend SP (UTC 117),29.3735739,-95.6230259,,,Unspecified,,,,,,,,,S43962661,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,1961.0,2538.0
241032871,Photo,Red-tailed Hawk (calurus/alascensis),Buteo jamaicensis calurus/alascensis,,Jerry Liguori,2012-11-29,2012.0,11.0,29.0,1300.0,United States,US-UT-035,Utah,Salt Lake,Frontage Road between 5600 W and 7200 W,40.7719619,-112.0446682,Juvenile,,Unspecified,,,,,,,,,S70050410,,,,,,Buteo jamaicensis,wrthaw1,Group,8313.0,,5.0,3.0,,836.0,1368.0
105571521,Photo,American Bittern,Botaurus lentiginosus,,Lee Wallace,2012-09-25,2012.0,9.0,25.0,0.0,United States,US-TX-021,Texas,Bastrop,Bastrop and Buescher State Parks,30.0665684,-97.2024608,,,Unspecified,,,,,,,,,S46799943,,,,,See also checklist submitted by Terry Banks,Botaurus lentiginosus,amebit,Species,7335.0,,4.0,2.0,,1859.0,2789.0
615819783,Photo,Glossy Ibis,Plegadis falcinellus,,Michele Stenico,2024-03-09,2024.0,3.0,9.0,1035.0,Italy,IT-34,Veneto,,Delta Po - Ca Pisani Strada,44.9814407,12.3526304,,,Unspecified,,,,,,,,,S164172859,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1612.0,2419.0
610591593,Photo,Limpkin,Aramus guarauna,,Jill Rogan,2023-10-31,2023.0,10.0,31.0,940.0,United States,US-NY-015,New York,Chemung,West Elmira Riverine Forest--West,42.0745153,-76.8522876,,,Unspecified,,,,,,,,,S153465321,,,,,The Limpkin was on the road by the ballparks. the construction Crews working on the road were incredibly kind and waited for the bird to move. The bird was 4 ft in front of their truck preventing them from moving. despite all the noise from the truck and the men kind of gently try to encourage it to move to the grass. Suddenly it changed directions and walked within 3 feet of me and just looked up at me and then began to pull worms from the ground,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,3456.0,4608.0
605669161,Photo,Glossy Ibis,Plegadis falcinellus,,Pranav Kumar,2023-08-21,2023.0,8.0,21.0,730.0,United States,US-NJ-009,New Jersey,Cape May,Cape Island--South Cape May Meadows (SCMM),38.9359287,-74.9434519,,,Unspecified,,,,,,,,,S147798850,,,,,In beginning and ending water bodies. Separated from WHIB by glosser look and darker colors.,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1487.0,2230.0
517963781,Photo,Long-eared Owl,Asio otus,,Alison Hiers,,,,,,United States,US-CA-073,California,San Diego,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,4.0,4.0,,3648.0,3109.0
612364720,Photo,Glossy Ibis,Plegadis falcinellus,,Krishnamoorthy Muthirulan,2023-12-15,2023.0,12.0,15.0,618.0,India,IN-TN-MA,Tamil Nadu,Madurai,"Sengulam Kanmaai, Kalligudi",9.6937476,77.9472745,,,Unspecified,,,,,,,,,S156410621,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,1.0,1.0,,2768.0,4540.0
612455066,Photo,Limpkin,Aramus guarauna,,Heather Davis,2023-12-20,2023.0,12.0,20.0,1322.0,United States,US-TN-119,Tennessee,Maury,"Big Oak Lake; Maury County; Spring Hill, TN",35.6796986,-86.9205722,,,Unspecified,,,,,,,,,S156756873,,,,,"Wading in the shallows of the lake. Very jerky movements and tried to hide when I tried to photograph it. Tal, slender bird with long legs, brown wiith white specks on body, long neck, long curved bill.",Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,2472.0,2900.0
610963003,Photo,Wood Duck,Aix sponsa,,S. K.  Jones,2023-04-13,2023.0,4.0,13.0,836.0,United States,US-TN-065,Tennessee,Hamilton,Standifer Gap Marsh,35.0644561,-85.1660614,,,Unspecified,,,,,,,,,S134523381,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,2566.0,3850.0
613864397,Photo,Common Myna,Acridotheres tristis,,Savio Fonseca (www.avocet-peregrine.com),2024-01-14,2024.0,1.0,14.0,1300.0,India,IN-GA-SG,Goa,South Goa,Bhagwan Mahaveer WLS & Mollem NP (IBA),15.3400808,74.2644882,,,Unspecified,,,,,,,,,S158925665,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,1474.0,1544.0
520979291,Photo,Long-eared Owl,Asio otus,,Holger Schneider,2023-01-06,2023.0,1.0,6.0,1424.0,Germany,DE-BW-KA2,Baden-WÃ¼rttemberg,Karlsruhe,Neuthard--Am Pfinzkanal,49.1233006,8.5160618,,,Unspecified,,,,,,,,,S125535492,,,,,"=1 ind. - 15:06 - <a href=""http://maps.google.com?q=49.123318,8.515942&t=k"">49Â°7'24""N, 8Â°30'57""E</a> - <a href=""http://www.ornitho.de/index.php?m_id=54&id=74138715"">www.ornitho.de</a><br />",Asio otus,loeowl,Species,9045.0,,3.0,1.0,,4489.0,6733.0
112196411,Photo,Red-tailed Hawk,Buteo jamaicensis,,Marlene Koslowsky,2018-08-22,2018.0,8.0,22.0,1000.0,United States,US-GA-113,Georgia,Fayette,Lake Peachtree,33.3952947,-84.5752627,,,Unspecified,,,,,,,,,S48004848,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.75,4.0,,3151.0,4727.0
610725762,Photo,Common Myna,Acridotheres tristis,,Mei-Luan Wang,2023-10-30,2023.0,10.0,30.0,1317.0,Taiwan,TW-TPQ,New Taipei City,,å°å--æ¾³ä»æ¼æ¸¯(Taipei--Ao'zai Harbor),25.052491,121.9299301,,,Unspecified,,,,,,,,,S153509374,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,1527.0,2299.0
396225831,Photo,Razorbill,Alca torda,,Tim Metcalf,2021-12-15,2021.0,12.0,15.0,732.0,United States,US-RI-009,Rhode Island,Washington,East Grounds,41.2056142,-71.368397,,,Unspecified,,,,,,,,,S98912022,,,,,,Alca torda,razorb,Species,6372.0,,4.0,1.0,,2675.0,4013.0
614366144,Photo,American Robin,Turdus migratorius,,Jim Proffitt,2024-02-03,2024.0,2.0,3.0,1220.0,United States,US-OH-123,Ohio,Ottawa,Ottawa NWR--Visitor Center and Boardwalk,41.607517,-83.2096338,,,Unspecified,,,,,,,,,S160566876,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,3040.0,4048.0
615471304,Photo,Mallard,Anas platyrhynchos,,Susan Rogers,2024-02-28,2024.0,2.0,28.0,1415.0,United States,US-TX-375,Texas,Potter,Medical Center Park,35.199728,-101.9116322,,,Unspecified,,,,,,,,,S163283350,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,2171.0,2868.0
615708486,Photo,Limpkin,Aramus guarauna,,James Murowchick,2024-02-26,2024.0,2.0,26.0,634.0,Belize,BZ-BZ,Belize,,Crooked Tree Wildlife Sanctuary--Northern Lagoon (south of causeway),17.7625392,-88.5249138,,,Unspecified,,,,,,,,,S162995115,,,,,,Aramus guarauna,limpki,Species,5642.0,,4.0,1.0,,2384.0,3577.0
349460401,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Thomas Schultz,2021-06-17,2021.0,6.0,17.0,1111.0,United States,US-TX-267,Texas,Kimble,South Llano River SP--Agarita Bird Blind,30.4446572,-99.8044295,,,Unspecified,,,,,,,,,S90353205,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,2.0,1.0,,1125.0,1500.0
239332491,Photo,American Bittern,Botaurus lentiginosus,,Jeff Ogden,2009-05-11,2009.0,5.0,11.0,1830.0,Canada,CA-NS-CU,Nova Scotia,Cumberland,"Halfway River, NS",45.5027374,-64.3488616,,,Unspecified,,,,,,,,,S69758369,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,1186.0,1494.0
615863668,Photo,Glossy Ibis,Plegadis falcinellus,,Sriram KRajan,2024-03-10,2024.0,3.0,10.0,1658.0,India,IN-KA-UK,Karnataka,Uttara Kannada,Karkala Bridge,14.8717963,74.2490816,,,Unspecified,,,,,,,,,S164292608,,,,,A huge flock was spotted,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1080.0,1620.0
615175820,Photo,American Robin,Turdus migratorius,,Randy Shonkwiler,2024-02-21,2024.0,2.0,21.0,959.0,United States,US-IL-031,Illinois,Cook,"Jackson Park, Chicago--Wooded Island/Bobolink Meadow area",41.7857131,-87.5829649,Adult Male â 1,,Unspecified,,,,,,,,,S162551810,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,1813.0,1634.0
615045389,Photo,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,Laurent Pascual-Le Tallec,2024-02-19,2024.0,2.0,19.0,1040.0,France,FR-IDF-94,Ãle-de-France,Val-de-Marne,Marne--Ãle de Charentonneau,48.8160991,2.4373761,Adult Male â 1,,Unspecified,,,,,,,,,S162216818,,,,,"Dont deux hybrides mÃ¢les et une femelle Colvert x Duclair et un trÃ¨s gros canard quasiment du format du Canard de Barbarie prÃ©sent sur le site, pompon, parties blanches Ã©tendues. Doit Ãªtre un Canard huppÃ©/pompon. Cf photo.",Anas platyrhynchos,mallar2,Domestic,518.0,,0.0,0.0,,1280.0,720.0
608438385,Photo,Long-eared Owl,Asio otus,,Karolina Aleksina,2020-06-04,2020.0,6.0,4.0,1300.0,Russia,RU-BA,Bashkortostan,,"ÐÐ°ÑÐº ÐÐ°Ð³Ð°ÑÐ¸Ð½Ð°, ÐÐµÐ»ÐµÑÐ·",52.950206,55.936782,,,Unspecified,,,,,,,,,S148896992,,,,,,Asio otus,loeowl,Species,9045.0,,3.0,1.0,,,
555076271,Photo,Long-eared Owl,Asio otus,,Jeff Bouton,2023-03-24,2023.0,3.0,24.0,1004.0,Israel,IL-D,HaDarom,,Be'erotayim grove ×××¨×©×ª ×××¨××ª×××,30.79296,34.468032,,,Unspecified,,,,,,,,,S131701093,,,,,,Asio otus,loeowl,Species,9045.0,,4.0,1.0,,1280.0,960.0
613157088,Photo,Common Loon,Gavia immer,,John Fields,2024-01-04,2024.0,1.0,4.0,932.0,United States,US-CA-079,California,San Luis Obispo,Morro Rock,35.3693972,-120.8670566,,,Unspecified,,,,,,,,,S158105614,,,,,In the surf on the north side by the lifeguard stand. Three loons diving fishing in the channel of the bay.,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,515.0,923.0
101781681,Photo,American Bittern,Botaurus lentiginosus,,Rick Hurst,2014-09-14,2014.0,9.0,14.0,720.0,United States,US-WA-011,Washington,Clark,Ridgefield NWR,45.820467,-122.748117,,,Unspecified,,,,,,,,,S45985462,,,,,This bird was (obviously) in the open fishing. It had little fear of our presence although we remained in our vehicle. It eventually receded back into the reeds.,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,3323.0,4984.0
611912708,Photo,Limpkin,Aramus guarauna,,Greg Swick,2023-12-05,2023.0,12.0,5.0,1138.0,United States,US-MO-077,Missouri,Greene,"S Kissick Ave, Springfield US-MO (37.1119,-93.2642)",37.111949,-93.264182,,,Unspecified,,,,,,,,,S155796203,,,,,"Continuing late date. Observed in rapid waters ~100 feet below dam at 11:30 am. Flushed by fisherman. It flew and landed in thick brush 50-100 feet up the bluff side of the spillway. Not relocated when I left at 11:42 am. As I left, a man was fishing right where it typically suns itself this time of day.",Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,1846.0,2460.0
460283681,Photo,Razorbill,Alca torda,Uria aalge -- Common Murre,Justin Flint,2022-06-17,2022.0,6.0,17.0,847.0,Canada,CA-NL-ON,Newfoundland and Labrador,Avalon Peninsula-St. John's,NL--Cape St. Mary's,46.8223042,-54.1845863,Adult â 1,,Unspecified,,,,,,,,,S113133414,,,,,Saw an egg under one of their nests,Alca torda,razorb,Species,6372.0,,3.0,1.0,Egg(s),1704.0,2272.0
54980681,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Larry Therrien,2017-04-08,2017.0,4.0,8.0,1524.0,United States,US-TX-453,Texas,Travis,Balcones Canyonlands NWR--Warbler Vista/Ridgeline Trail (HOTE 027),30.5099833,-97.9923667,,,Unspecified,,,,,,,,,S35793551,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,4.33,3.0,,3024.0,4032.0
614251686,Photo,American Robin,Turdus migratorius,,Jody  Wells,2024-01-12,2024.0,1.0,12.0,1514.0,Canada,CA-BC-CP,British Columbia,Capital,"North Saanich, British Columbia, CA (48.672, -123.421)",48.6721077,-123.4210246,,,Unspecified,,,,,,,,,S160311735,,,,,,Turdus migratorius,amerob,Species,28096.0,,2.0,1.0,,4640.0,6960.0
613153399,Photo,Glossy Ibis,Plegadis falcinellus,,Michael Lyman,2023-12-24,2023.0,12.0,24.0,1024.0,United States,US-FL-105,Florida,Polk,"538 Foggy Creek Rd, Davenport US-FL 28.23840, -81.59653",28.2384,-81.596533,,,Unspecified,,,,,,,,,S157005803,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,3.5,2.0,,1071.0,1143.0
319178691,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Luis Trinchan,2021-03-10,2021.0,3.0,10.0,715.0,Mexico,MX-CHP-084,Chiapas,San CristÃ³bal de las Casas,"Parque EcoturÃ­stico Montetik--Entrada El Aguaje (subida hacia Corralito, acceso restringido",16.6831572,-92.5963194,Adult Male â 1,,Unspecified,,,,,,,,,S83170024,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,2.0,,1768.0,2828.0
614621440,Photo,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,Heather Buttonow,2024-02-09,2024.0,2.0,9.0,1241.0,United States,US-NC-157,North Carolina,Rockingham,Mayo River SP,36.4310525,-79.9507495,,,Unspecified,,,,,,,,,S161025837,,,,,,Anas platyrhynchos,mallar2,Domestic,518.0,,4.0,1.0,,,
593152071,Photo,Long-eared Owl,Asio otus,,Simon Pearce,,,,,,United Kingdom,GB-ENG-ERY,England,East Riding of Yorkshire,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,1823.0,2734.0
614533123,Photo,Limpkin,Aramus guarauna,,Denis TÃ©treault,2024-02-05,2024.0,2.0,5.0,1516.0,Mexico,MX-NAY-013,Nayarit,San Blas,Manantial La Tovara,21.5321132,-105.2464377,,,Unspecified,,,,,,,,,S160864125,,,,,,Aramus guarauna,limpki,Species,5642.0,,4.0,1.0,,1992.0,2988.0
613385503,Photo,Long-eared Owl,Asio otus,,Lin Johnston,,,,,,United States,US-IL-031,Illinois,Cook,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,1200.0,1600.0
615504074,Photo,Snowy Owl,Bubo scandiacus,,Jason Horn,1996-03-02,1996.0,3.0,2.0,1300.0,Canada,CA-ON-LA,Ontario,Lennox and Addington,Amherst Island--Owl Woods,44.173487,-76.649614,,,Unspecified,,,,,,,,,S60540936,,,,,All adults,Bubo scandiacus,snoowl1,Species,8704.0,,2.0,1.0,,2158.0,2727.0
614859903,Photo,American Robin,Turdus migratorius,,Carole Swann,2024-02-15,2024.0,2.0,15.0,1031.0,United States,US-TN-149,Tennessee,Rutherford,Jefferson Springs Recreation Area,36.0012068,-86.4731814,Adult Male â 1,Foraging or Eating,Unspecified,,,,,,,,,S161571852,,,,,,Turdus migratorius,amerob,Species,28096.0,,3.0,1.0,,1382.0,2443.0
608797792,Photo,Glossy Ibis,Plegadis falcinellus,,Alain Robert,2023-09-13,2023.0,9.0,13.0,1150.0,Canada,CA-QC-MU,Quebec,Les Moulins,Parc de conservation du Ruisseau-de-Feu,45.7144565,-73.490091,,,Unspecified,,,,,,,,,S149796284,,,,,"Bien observer Ã  la lunette dâapproche,Ã©chassier brun rouille (selon les reflets lorsque le soleil lâÃ©clairait )de la taille du bihoreau avec grand bec recourbÃ© . Photo et vidÃ©o de loin.",Plegadis falcinellus,gloibi,Species,7551.0,,1.0,1.0,,1980.0,3520.0
